id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;361;361. Za pomocą języka PHP nie jest możliwe;Przetwarzanie danych formularzy;Generowanie dynamicznej zawartości strony;Przetwarzanie danych zgromadzonych w bazie danych;Zmienianie dynamiczne zawartości strony HTML w przeglądarce;D;;;204
;362;362. Działaniem przedstawionego kodu PHP będzie wypełnienie tablicy;Kolejnymi liczbami od 0 do 9 i wypisanie ich;Kolejnymi liczbami od -100 do 100 i wypisanie wartości ujemnych;10 losowymi wartościami, a następnie wypisanie wartości ujemnych;100 losowymi wartościami, a następnie wypisanie wartości dodatnich;C;images/362.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/362.jpg;204
;363;363. W języku JavaScript zapisano fragment kodu. Po wykonaniu skryptu zmienna x;Będzie równa 11 i zostanie wypisana w oknie popup;Będzie równa 10 i zostanie wypisana w dokumencie HTML;Będzie równa 11 i zostanie wypisana w konsoli przeglądarki internetowej;Będzie równa 10 i zostanie wypisana w głównym oknie przeglądarki internetowej;C;images/363.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/363.jpg;203
;364;364. W języku PHP, wykonując operacje na bazie danych MySQL, aby zakończyć pracę z bazą, należy wywołać;"mysqli_exit();";"mysqli_close();";"mysqli_commit();";"mysqli_rollback();";B;;;204
;365;365. W ramce przedstawiono kod JavaScript z błędem logicznym. Program powinien wypisywać informację, czy liczby są sobie równe czy nie, lecz nie wykonuje tego. Wskaż odpowiedź, która dotyczy błędu;Nieprawidłowo zadeklarowano zmienne;Przed klauzulą else nie powinno być średnika;W klauzuli if występuje przypisanie zamiast porównania;Instrukcje wewnątrz sekcji if oraz else powinny być zamienione miejscami;C;images/365.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/365.jpg;201
;366;366. Która z zasad tworzenia części <head> języka HTML jest poprawna?;W części <head> zawiera się część <body>;W części <head> mogą wystąpić znaczniki <meta>, <title>, <link>;W części <head> można definiować szablon strony znacznikami <div>;W części <head> nie można umieszczać kodu CSS, a jedynie odwołanie do pliku CSS;B;;;201
;367;367. W języku HTML znacznik <strong>tekst</strong> będzie wyświetlany w ten sam sposób przez przeglądarkę co znacznik;<b>tekst</b>;<h1>tekst</h1>;<big>tekst</big>;<sub>tekst</sub>;A;;;201
;368;368. Aby strona WWW była responsywna, należy między innymi definiować;jedynie znane czcionki, np. Arial;rozmiary obrazów w procentach;rozmiary obrazów wyłącznie w pikselach;rozkład strony wyłącznie za pomocą tabel;B;;;201
;369;369. W języku HTML, aby zapisać sekcję cytatu, która może zawierać kilka paragrafów tak, by przeglądarka dodała wspólne wcięcie, należy zastosować znacznik;<q>;<indent>;<blockq>;<blockquote>;D;;;201
;370;370. W języku CSS wartości underline, overline, blink przyjmują atrybut;text-style;font-style;font-weight;text-decoration;D;;;201
;371;371. W przedstawionej definicji stylu CSS, powtarzanie dotyczy;tła każdego ze znaczników akapitu;rysunku umieszczonego znacznikiem img;rysunku umieszczonego w tle strony w pionie;rysunku umieszczonego w tle strony w poziomie;C;images/371.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/371.jpg;202
;372;372. W języku CSS zdefiniowano styl. Sformatowana stylem sekcja będzie zawierała obramowanie o szerokości;2 px oraz marginesy wewnątrz tego obramowania;20 px oraz marginesy wewnątrz tego obramowania;2 px oraz marginesy na zewnątrz tego obramowania;20 px oraz marginesy na zewnątrz tego obramowania;C;images/372.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/372.jpg;202
;373;373. Strona HTML definiuje akapit oraz rysunek. Aby rysunek został umieszczony przez przeglądarkę w tej samej linii co akapit po jego lewej stronie, należy w stylu CSS rysunku zawrzeć własność;"float:left;";"align:left;";"style:left;";"alt:left;";A;;;201
;374;374. W języku CSS określono formatowanie znacznika h1 według wzoru. Zakładając, że żadne inne formatowanie nie jest dodane do znacznika h1, wskaż sposób formatowania tego znacznika;A;B;C;D;C;images/374.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/374.jpg;201
;375;375. Aby przygotować szablon strony z trzema kolumnami ustawionymi obok siebie, można posłużyć się stylem CSS;A;B;C;D;A;images/375.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/375.jpg;202
;376;376. Przedstawiono fragment kodu HTML, który nie waliduje się poprawnie. Błąd walidacji tego fragmentu kodu będzie dotyczył;Braku cudzysłowu;Niedomknięcia znacznika br;Niedomknięcia znacznika img;Powtórzenia nazwy pliku graficznego;A;images/376.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/376.jpg;201
;377;377. Modelem barw opisującym kolor z użyciem stożka przestrzeni barw jest;CIE;HSV;CMY;CMYK;B;;;202
;378;378. Rozmycie Gaussa, wygładzanie, szum RGB są funkcjami programu do obróbki;Grafiki rastrowej;Grafiki wektorowej;Ścieżki dźwiękowej;Dźwięku w formacie MIDI;A;;;203
;379;379. Aby edytować nakładające się na siebie pojedyncze fragmenty obrazu, pozostawiając pozostałe elementy niezmienione, należy zastosować;Warstwy;Histogram;Kanał alfa;Kadrowanie;A;;;206
;380;380. W języku SQL wykorzystywanym przez bazę danych MySQL atrybut UNIQUE polecenia CREATE TABLE;Wymusza unikatowe nazwy pól tabeli;Blokuje możliwość wpisania wartości NULL;Jest stosowany tylko w przypadku pól liczbowych;Jest stosowany, jeśli wartość w kolumnie nie mogą się powtarzać;D;;;201
;381;381. Funkcja agregująca MIN języka SQL ma za zadanie policzyć;Liczbę wierszy zwróconych kwerendą;Wartość minimalną kolumny zwróconej kwerendą;długość znaków w zwróconych kwerendą rekordach;Średnią wartości różnych pól rekordu zwróconego zapytaniem;B;;;203
;382;382. Dana jest tabela o nazwie wycieczki z polami: nazwa, cena, miejsca (jako liczba wolnych miejsc). Aby dla dowolnego zbioru danych tabeli wyświetlić jedynie nazwy tych wycieczek, dla których cena jest niższa niż 2000 zł i mają przynajmniej cztery wolne miejsca, należy posłużyć się zapytaniem;"SELECT nazwa FROM wycieczki WHERE cena < 2000 AND miejsca > 3;";"SELECT nazwa FROM wycieczki WHERE cena < 2000 OR miejsca > 4;";"SELECT * FROM wycieczki WHERE cena < 2000 AND miejsca > 4;";"SELECT * FROM wycieczki WHERE cena < 2000 OR miejsca > 3;";A;;;203
;383;383. Dana jest tabela o nazwie przedmioty z polami: ocena i uczenID. Aby policzyć średnią ocen ucznia o ID równym 7, należy posłużyć się zapytaniem;"AVG SELECT ocena FROM przedmioty WHERE uczenID = 7;";"SELECT AVG(ocena) FROM przedmioty WHERE uczenID = 7;";"COUNT SELECT ocena FROM przedmioty WHERE uczenID = 7;";"SELECT COUNT(ocena) FROM przedmioty WHERE uczenID = 7;";B;;;202
;384;384. Tabela o nazwie naprawy zawiera pola: klient, czyNaprawione. Aby usunąć te rekordy, w których pole czyNaprawione jest prawdą, należy posłużyć się poleceniem;"DELETE FROM naprawy;";"DELETE naprawy WHERE czyNaprawione = TRUE;";"DELETE FROM naprawy WHERE czyNaprawione = TRUE;";"DELETE klient FROM naprawy WHERE czyNaprawione = TRUE;";C;;;205
;385;385. Formularz nadrzędny wykorzystywany do nawigacji w bazie danych pomiędzy dostępnymi w systemie formularzami, kwerendami jest nazywany formularzem;głównym;sterującym;pierwotnym;zagnieżdżonym;B;;;201
;386;386. W bazie danych sklepu komputerowego istnieje tabela komputery. Aby zdefiniować raport wyświetlający dla dowolnego zbioru danych tabeli, jedynie pola tabeli dla komputerów, w których jest nie mniej niż 8 GB pamięci, a procesor to Intel, można posłużyć sie kwerendą;"SELECT * FROM komputery WHERE procesor = ""Intel"" OR pamiec < 8;";"SELECT * FROM komputery WHERE procesor = ""Intel"" OR pamiec >= 8;";"SELECT * FROM komputery WHERE procesor = ""Intel"" AND pamiec < 8;";"SELECT * FROM komputery WHERE procesor = ""Intel"" AND pamiec >= 8;";D;;;205
;387;387. Za pomocą polecenia ALTER TABLE można;zmienić wartości rekordów;zmienić strukturę tabeli;usunąć rekord;usunąć tabelę;B;;;201
;388;388. W języku SQL, wykorzystywanym przez bazę danych MySQL w tabeli samochody, aby nadać wartość równą 0 dla kolumny przebieg, należy posłużyć się kwerendą;"UPDATE samochody SET przebieg = 0;";"UPDATE przebieg SET 0 FROM samochody;";"UPDATE przebieg SET 0 TABLE samochody;";"UPDATE samochody SET przebieg VALUE 0;";A;;;205
;389;389. Przedstawione polecenie SQL, użytkownikowi adam@localhost nadaje prawa;zarządzania strukturą tabeli klienci;manipulowania danymi w tabeli klienci;zarządzania strukturą bazy danych klienci;manipulowania danymi bazy danych klienci;B;images/389.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/389.jpg;205
;390;390. W języku JavaScript przedstawiona definicja jest definicją;klasy;tablicy;obiektu;kolekcji;B;images/390.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/390.jpg;203
;391;391. Dla każdej iteracji pętli wartość bieżącego elementu tablicy jest przypisywana do zmiennej, a wskaźnik tablicy jest przesuwany o jeden, aż do ostatniego elementu tablicy. Zdanie to jest prawdziwe dla instrukcji;for;next;while;foreach;D;;;207
;392;392. Wskaż zapisany w języku JavaScript warunek, który ma sprawdzić spełnienie z przypadków: 1) dowolna naturalna liczba a jest trzycyfrowa, 2) dowolna całkowita liczba b jest ujemna;((a>99) || (a<1000)) || (b<0);((a>99) && (a<1000)) || (b<0);((a>99) || (a<1000)) && (b<0);((a>99) && (a<1000)) && (b<0);B;;;203
;393;393. Którą czynność gwarantującą poprawne wykonanie przedstawionego kodu JavaScript, należy wykonać przed pętlą?;Zadeklarować zmienną i;Zainicjować zmienną text;Sprawdzić rozmiar tabeli tab;Sprawdzić czy text jest typu znakowego;B;images/393.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/393.jpg;203
;394;394. Hermetyzacja to zasada programowania obiektowego mówiąca o tym, że;klasy/obiekty mogą współdzielić ze sobą funkcjonalność;pola i metody wykorzystywane tylko przez daną klasę/obiekt są ograniczone zasięgiem private lub protected;klasy/obiekty mogą mieć zdefiniowane metody wirtualne, które są implementowane w pochodnych klasach/obiektach;typy pól w klasach/obiektach mogą być dynamicznie zmieniane w zależności od danych im przypisywanych;B;;;207
;395;395. Przedstawiono fragment JavaScript. Po jego wykonaniu zmienna str2 będzie przechowywać;vaSc;avaS;vaScri;nvaScr;A;images/395.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/395.jpg;203
;396;396. Który ze sposobów wypisania tekstu nie jest zdefiniowany w języku JavaScript?;Własność innerHTML;Metoda window.alert();Funkcja MessageBox();Metoda document.write();C;;;203
;397;397. Funkcja JavaScript powinna być wywołana za każdym razem, gdy użytkownik wpisze dowolny znak do pola edycji. Którego zdarzenia należy użyć?;onload;onclick;onkeydown;onmouseout;C;;;203
;398;398. Która z wymienionych funkcji zapisanych językiem PHP zwraca sumę połowy a i połowy b;"function licz($a, $b) {return $a/2 + $b;}";"function licz($a, $b) {return 2/$a + 2/$b;}";"function licz($a, $b) {return $a/2 + $b/2;}";"function licz($a, $b) {return ($a/2 + $b)/2;}";C;;;204
;399;399. W języku JavaScript zapisano definicję obiektu. Aby odwołać się do własności nazwisko należy zapisać;osoba[1];osoba[2];osoba.nazwisko;osoba::nazwisko;C;images/399.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/399.jpg;203
;400;400. W języku PHP zapisano fragment kodu. Plik cookie stworzony tym poleceniem;zostanie usunięty po jednym dniu od jego utworzenia;będzie przechowywany na serwerze przez jeden dzień;zostanie usunięty po jednej godzinie od jego utworzenia;będzie przechowywany na serwerze przez jedną godzinę;A;images/400.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/400.jpg;204
;401;401. W języku PHP zapisano fragment kodu. Po zakończeniu pętli zmienna a przyjmie wartość;0;2;10;20;D;images/401.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/401.jpg;203
;402;402. W języku JavaScript, aby zmienić wartość atrybutu znacznika HTML, po uzyskaniu obiektu za pomocą metody getElementById należy skorzystać z;pola innerHTML;metody getAttribute;metody setAttribute;pola attribute i podać nazwę atrybutu;C;;;201
;403;403. W języku JavaScript zapisano kod, którego wynikiem działania jest;wyświetlenie okna z pustym polem edycyjnym;"bezpośrednie wpisanie do zmiennej osoba wartości ""Adam""";"pobranie z formularza wyświetlonego na stronie HTML imienia ""Adam""";"wyświetlenie okna z polem edycyjnym, w którym jest wpisany domyślny tekst ""Adam""";D;images/403.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/403.jpg;203
;404;404. W języku PHP zapisano fragment kodu działającego na bazie MySQL. Jego zadaniem jest wypisanie;ulicy i miasta z pierwszego zwróconego rekordu;ulicy i miasta ze wszystkich zwróconych rekordów;miasta i kodu pocztowego z pierwszego zwróconego rekordu;miasta i kodu pocztowego ze wszystkich zwróconych rekordów;C;images/404.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/404.jpg;204
;405;405. Który sposób komentowania jednoliniowego jest dozwolony w języku JavaScript?;!;#;//;<!;C;;;203
;406;406. Znaczniki <header>, <article>, <section>, <footer> są charakterystyczne dla języka;HTML 5;XHTML 1.1;HTML 4.01 Strict;HTML 4.01 Transitional;A;;;201
;407;407. Przy użyciu którego znacznika w języku HTML nie można umieścić na stronie grafiki dynamicznej?;<img>;<strike>;<embed>;<object>;B;;;201
;408;408. Które ze znaczników HTML umożliwią wyświetlenie na stronie tekstu w jednym wierszu, jeżeli żadne formatowanie CSS nie zostało zdefiniowane?;"<p>Dobre strony </p><p style=""letter-spacing:3px"">mojej strony</p>";"<h3>Dobre strony </h3><h3 style=""letter-spacing:3px"">mojej strony</h3>";"<div>Dobre strony </div><div style=""letter-spacing:3px"">mojej strony</div>";"<span>Dobre strony </span><span style=""letter-spacing:3px"">mojej strony</span>";D;images/408.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/408.jpg;201
;409;409. W języku HTML atrybut shape znacznika area, określający typ obszaru, może przyjąć wartość;rect, triangle, circle;poly, square, circle;rect, square, circle;rect, poly, circle;D;;;201
;410;410. Wskaż prawidłową kolejność stylów CSS mając na uwadze ich pierwszeństwo w formatowaniu elementów strony WWW.;Lokalny, Wewnętrzny, Zewnętrzny;Zewnętrzny, Wydzielone bloki, Lokalny;Rozciąganie stylu, Zewnętrzny, Lokalny;Wewnętrzny, Zewnętrzny, Rozciąganie stylu;A;;;202
;411;411. W folderze www znajdują się podfoldery html i style, w których zapisane są odpowiednio pliki z rozszerzeniem html i pliki z rozszerzeniem css. Chcąc dołączyć styl.css do pliku HTML należy użyć;"<link rel=""Stylesheet"" type=""text/css"" href=""/styl.css"" />";"<link rel=""Stylesheet"" type=""text/css"" href=""/style/styl.css"" />";"<link rel=""Stylesheet"" type=""text/css"" href=""/www/style/styl.css"" />";"<link rel=""Stylesheet"" type=""text/css"" href=""/../style/styl.css"" />";D;;;202
;412;412. Chcąc zdefiniować marginesy wewnętrzne dla danych: margines górny 50px, dolny 40px, prawy 20px i lewy 30px należy użyć składni CSS;"padding: 50px, 40px, 20px, 30px;";"padding: 50px, 20px, 40px, 30px;";"padding: 20px, 40px, 30px, 50px;";"padding: 40px, 30px, 50px, 20px;";B;;;202
;413;413. Chcąc sformatować w stylach CSS wszystkie obrazy zawarte w akapicie, powinno się użyć selektora;p img;p#img;p+img;p.img;A;;;202
;414;414. Który z atrybutów background-attachment w języku CSS należy wybrać, aby tło strony było nieruchome względem okna przeglądarki?;Scroll;Fixed;Local;Inherit;B;;;202
;415;415. Barwa zapisana w modelu RGB(255, 0, 0) jest;żółta;zielona;niebieska;czerwona;D;;;206
;416;416. Połączenie dwóch barw leżących po przeciwnych stronach w kole barw jest połączeniem;trójkątnym;sąsiadującym;dopełniającym;monochromatycznym;C;;;201
;417;417. Model barw oparty na 3 parametrach: odcień, nasycenie i jasność to;RGB;HSV;CMY;CMYK;B;;;207
;418;418. Który z wymienionych formatów plików NIE JEST wykorzystywany do publikacji grafiki lub animacji na stronach internetowych?;PNG;SWF;SVG;AIFF;D;;;201
;419;419. Aby stworzyć przycisk na stronę internetową według wzoru, należy w programie do grafiki rastrowej użyć opcji;propagacja wartości;zaznaczenie eliptyczne;zniekształcenia i deformowanie;zaokrąglenie lub wybranie opcji prostokąt z zaokrąglonymi rogami;D;images/419.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/419.jpg;207
;420;420. Pierwszym krokiem podczas przetwarzania sygnału analogowego na cyfrowy jest;próbkowanie;kwantyzacja;filtrowanie;kodowanie;A;;;207
;421;421. Wskaż FAŁSZYWE stwierdzenie dotyczące normalizacji sygnału dźwiękowego;Polecenie normalizacja dostępne jest w menu programu do obróbki dźwięku;W wyniku normalizacji wyrównywany jest poziom głośności całego nagrania;Jeśli najgłośniejszy fragment dźwięku osiąga połowę skali, wszystko zostanie pogłośnione razy dwa - czyli tak, aby najgłośniejszy fragment osiągnął maksimum na skali;Normalizacja polega na zmniejszeniu poziomu najgłośniejszej próbki w sygnale do zadanej wartości i następnie w odniesieniu do niej proporcjonalnym zwiększeniu głośności reszty sygnału;C;;;206
