id;question_id;question;a;b;c;d;correct;image;image_fallback;category_name
;575;575. Jak nazywa się punkt rozdzielczy sieci komputerowej obejmujący zasięgiem piętro budynku?;centralny punkt dystrybucyjny;lokalny punkt dystrybucyjny;kondygnacyjny punkt dystrybucyjny;budynkowy punkt dystrybucyjny;C;;;inf_02
;576;576. W ramce przedstawiono wymagania konfiguracyjne przełącznika. Na podstawie filmu określ, jaki błąd popełnił administrator podczas jego konfiguracji? adres IP: 192.168.0.1/24, brama domyślna: 192.168.0.2VLAN 802.1q o ID=1 z przypisanymi wszystkimi portami w trybie dostępuVLAN 802.1q o ID=2 z przypisanymi portami nr 1 i 3 w trybie trunk oraz portem nr 2 w trybie dostępuVLAN 802.1q o ID=3 z przypisanym port nr 1 w trybie trunk oraz portem nr 4 w trybie dostępu;Ustawiono błędną maskę podsieci.;Nie została włączona obsługa VLAN 802.1Q.;Niepoprawnie ustawiono port nr 1 dla VLAN o ID=3.;Przypisano do przełącznika dynamiczną adresację IP.;C;;;inf_02
;577;577. Chorobą zawodową informatyka jest;zaburzenia słuchu.;zwyrodnienie stawu kolanowego.;zapalenie krtani.;zespół cieśni nadgarstka.;D;;;inf_02
;578;578. Przedstawiona na ilustracji część urządzenia to element;karty graficznej do notebooka.;dysku SSD.;modułu pamięci Cache.;GPU.;B;images/578.png;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/578.png;inf_02
;579;579. Elementem służącym do utrwalania tonera na papierze podczas wydruku z drukarki laserowej jest;elektroda ładująca.;bęben światłoczuły.;listwa czyszcząca.;wałek grzewczy.;D;;;inf_02
;580;580. Który standard szyfrowania transmisji bezprzewodowej używa mechanizmu SAE (ang. Simultaneous Authentication of Equals) utrudniający ataki brute-force?;WPA;WPA3;WEP;WPA2;B;;;inf_02
;581;581. Zarządzanie pasmem w przełączniku (ang. bandwidth control) jest funkcją umożliwiającą;przesyłanie danych z wybranego portu do innego portu.;zdalny dostęp do urządzenia.;łączenie przełączników równocześnie kilkoma przewodami.;ograniczenie przepustowości na wybranym porcie.;D;;;inf_02
;582;582. Bęben światłoczuły jest stosowany w drukarkach;atramentowych.;termosublimacyjnych.;laserowych.;igłowych.;C;;;inf_02
;583;583. Urządzenie podłączone do zasilania wtykiem SATA, którego żółty przewód został uszkodzony, nie otrzyma napięcia o wartości;12 V;5 V;8,5 V;3,3 V;A;;;inf_02
;584;584. Które rozwiązanie należy zastosować, aby udostępnić w sieci jedynie folder C:\instrukcje wyłącznie użytkownikom należącym do grupy Serwisanci?;Udostępnić grupie Wszyscy dysk C:;Udostępnić grupie Serwisanci dysk C:;Udostępnić grupie Serwisanci folder C:\instrukcje;Udostępnić grupie Wszyscy folder C:\instrukcje;C;;;inf_02
;585;585. Który błąd okablowania jest widoczny na przedstawionym wyświetlaczu testera pokazującego mapę połączeń żył kabla typu skrętka?;Zwarcie.;Pary odwrócone.;Rozwarcie.;Pary skrzyżowane.;C;images/585.png;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/585.png;inf_02
;586;586. Narzędziem służącym do połączenia pigtaila z włóknami kabla światłowodowego jest;stacja lutownicza, wykorzystująca mikroprocesor do regulacji temperatury.;narzędzie zaciskowe do wtyków 8P8C, wyposażone w odpowiednie dla kabla gniazdo.;przedłużacz kategorii 5e z zestawem pasywnych kabli o prędkości połączenia 100 Mb/s.;spawarka światłowodowa, spajająca włókna za pomocą łuku elektrycznego.;D;;;inf_02
;587;587. Do której grupy w systemie Windows Server należy przydzielić użytkownika odpowiedzialnego tylko za archiwizowanie danych przechowywanych na dysku serwera?;Użytkownicy domeny.;Użytkownicy zaawansowani.;Operatorzy kopii zapasowych.;Użytkownicy pulpitu zdalnego.;C;;;inf_02
;588;588. W systemach rodziny Windows, odpowiednikiem Linuksowego programu fsck, jest program;icacls;erase;tasklist;chkdsk;D;;;inf_02
;589;589. Usługa umożliwiająca przejęcie pulpitu pomiędzy dwoma systemami Windows to;pulpit zdalny;FTP;DHCP;serwer plików;A;;;inf_02
;590;590. Którą technologię, opracowaną przez firmę NVIDIA, powinny wspierać dwie karty graficzne montowane w komputerze, aby możliwa była korelacja ich wzajemnej pracy?;CROSSFIRE;RAMDAC;SLI;ATI;C;;;inf_02
;591;591. Spojrzenie na sprawę z perspektywy rozmówcy oraz umiejętność wczucia się w jego emocje i sposób myślenia, to rodzaj słuchania;świadomego.;empatycznego.;aktywnego.;otwartego.;B;;;inf_02
;592;592. Odpowiednikiem macierzy RAID 1 w systemach Windows jest wolumin;prosty.;łączony.;dublowany.;rozłożony.;C;;;inf_02
;593;593. Który typ płyty głównej ma najmniejsze rozmiary?;Micro BTX;Mini ITX;Flex ATX;Mini ATX;B;;;inf_02
;594;594. Która funkcja punktu dostępowego pozwala zabezpieczyć sieć bezprzewodową tak, aby tylko urządzenia o określonych adresach fizycznych mogły się do niej podłączyć?;Uwierzytelnianie.;Nadanie SSID.;Filtrowanie adresów MAC.;Radius (Remote Authentication Dial In User Service);C;;;inf_02
;595;595. Które elementy podlegają utylizacji w wyspecjalizowanych zakładach przetwarzania z uwagi na zawartość niebezpiecznych substancji lub pierwiastków chemicznych?;Przewody.;Radiatory.;Obudowy komputerów.;Tonery.;D;;;inf_02
;596;596. Którą maskę podsieci należy zastosować, aby podzielić sieć o adresie 193.115.95.0 z maską 255.255.255.0 na 8 równych podsieci.;255.255.255.240;255.255.255.248;255.255.255.224;255.255.255.192;C;;;inf_02
;597;597. Aby umożliwić wymianę danych pomiędzy siecią lokalną a inną siecią, o odmiennej adresacji IP, należy wykorzystać;Punkt dostępowy.;Repeater.;Ruter.;Koncentrator.;C;;;inf_02
;598;598. Aby możliwe było wykorzystanie macierzy RAID 1, potrzeba minimum;4 dysków;3 dysków;5 dysków;2 dysków;D;;;inf_02
;599;599. Który zapis jest postacią kropkowo-dziesiętną maski o prefiksie /25?;255.255.255.128;255.255.255.192;255.255.255.0;255.255.0.0;A;;;inf_02
;600;600. Który typ licencji zapewnia użytkownikowi wszystkie 4 wolności zapisane w ramce?;FREEWARE;MOLP;ADWARE;GNU GPL;D;images/600.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/600.jpg;inf_02
;601;601. Na podstawie którego adresu w przełączniku jest podejmowana decyzja o przesyłaniu ramki?;Adresu docelowego IP.;Adresu docelowego MAC.;Adresu źródłowego MAC.;Adresu źródłowego IP.;B;;;inf_02
;602;602. Podłączenie udostępnionego folderu jako zasobu sieciowego w systemie Windows Server, widocznego na stacji roboczej w postaci dysku oznaczonego literą, jest możliwe dzięki wykonaniu operacji;defragmentacji.;zerowania.;oczyszczania.;mapowania.;D;;;inf_02
;603;603. Instalacja systemu operacyjnego Linux na wirtualnej maszynie, której ustawienia zostały przedstawione w filmie, jest zakończona niepowodzeniem. Które ustawienie uniemożliwia instalację?;Nie utworzono wirtualnego dysku twardego dla tej maszyny wirtualnej.;Przydzielono zbyt mały rozmiar pamięci RAM.;Zastosowano niepoprawny znak podkreślenia w nazwie wirtualnej maszyny.;Została wyłączona wirtualizacja sprzętowa w programie.;B;;;inf_02
;604;604. Kabel typu skrętka, w którym każda para przewodów znajduje się w osobnym ekranie z folii, przy czym wszystkie pary dodatkowo znajdują się w ekranie z folii, jest oznaczony symbolem;F/UTP;F/FTP;S/UTP;S/FTP;B;;;inf_02
;605;605. Atak typu hijacking na serwer sieciowy charakteryzuje się;zbieraniem informacji na temat atakowanej sieci i szukaniem luk w sieci.;przejęciem kontroli nad połączeniem między komunikującymi się komputerami.;przeciążeniem aplikacji udostępniającej określone dane.;łamaniem zabezpieczeń przed niedozwolonym użytkowaniem programów.;B;;;inf_02
;606;606. Które polecenie w systemach operacyjnych Linux jest stosowane do wyświetlania konfiguracji interfejsów sieciowych?;tracert;ifconfig;ping;ipconfig;B;;;inf_02
;607;607. Aby zaprojektowaną sieć komputerową można było rozbudować, to powinna się ona charakteryzować;nadmiarowością.;wydajnością.;skalowalnością.;redundancją.;C;;;inf_02
;608;608. W systemie rodziny Windows, aby sprawdzić, które połączenia są obecnie zestawiane oraz na których portach komputer nasłuchuje, należy zastosować polecenie;arp;tracert;net use;netstat;D;;;inf_02
;609;609. Organ administracji państwowej, który został powołany w celu podejmowania działań zmierzających do zapewnienia prawidłowego i bezpiecznego działania urządzeń technicznych, to;Inspekcja Ochrony Środowiska (IOŚ).;Urząd Dozoru Technicznego (UDT).;Państwowa Inspekcja Pracy (PIP).;Zakład Ubezpieczeń Społecznych (ZUS).;B;;;inf_02
;610;610. Na podstawie przedstawionych w tabeli danych technicznych drukarki, wskaż maksymalną liczbę arkuszy papieru, którą pomieści taca wyjściowa.;150;250;50;80;A;images/610.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/610.jpg;inf_02
;611;611. Wyznaczanie optymalnej trasy dla połączenia sieciowego, to;routing.;sniffing.;tracking.;conntrack.;A;;;inf_02
;612;612. Wskaż właściwą kolejność operacji przygotowujących nowy laptop do pracy ?;Podłączenie zewnętrznego zasilania sieciowego, włączenie laptopa, montaż baterii, instalacja systemu operacyjnego, wyłączenie laptopa po instalacji systemu operacyjnego.;Montaż baterii, podłączenie zewnętrznego zasilania sieciowego, włączenie laptopa, instalacja systemu operacyjnego, wyłączenie laptopa po instalacji systemu operacyjnego.;Włączenie laptopa, montaż baterii, instalacja systemu operacyjnego, podłączenie zewnętrznego zasilania sieciowego, wyłączenie laptopa po instalacji systemu operacyjnego.;Podłączenie zewnętrznego zasilania sieciowego, wyłączenia laptopa, instalacja systemu operacyjnego, montaż baterii, wyłączenie laptopa po instalacji systemu operacyjnego.;B;;;inf_02
;613;613. Jaki będzie całkowity koszt robocizny montażu 20 modułów RJ45 ze złączem krawędziowym narzędziowym na przewodach 4-parowych, jeżeli stawka godzinowa montera wynosi 15 zł/h, a według tabeli KNR czas montażu jednego modułu to 0,10 r-g?;7,50 zł;15,00 zł;50,00 zł;30,00 zł;D;;;inf_02
;614;614. Która usługa pozwala rejestrować i rozpoznawać nazwy NetBIOS jako używane w sieci adresy IP;WAS;WINS;DHCP;HTTPS;B;;;inf_02
;615;615. Na zdjęciu przedstawiono kość pamięci;SDRAM;SIMM;RIMM;RAMBUS;A;images/615.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/615.jpg;inf_02
;616;616. Jakie elementy znajdują się na przedstawionej płycie głównej?;2 złącza ISA, 3 złącza PCI, 4 złącza pamięci DIMM;3 złącza ISA, 4 złącza PCI, 2 złącza pamięci DIMM;2 złącza ISA, 4 złącza PCI, 3 złącza pamięci DIMM;4 złącza ISA, 2 złącza PCI, 3 złącza pamięci DIMM;C;images/616.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/616.jpg;inf_02
;617;617. Na podstawie przedstawionego cennika oblicz, jaki będzie koszt brutto jednego dwumodułowegopodwójnego natynkowego gniazda abonenckiego.;25,00 zł;32,00 zł;28,00 zł;18,00 zł;C;images/617.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/617.jpg;inf_02
;618;618. Na rysunku przedstawiono zrzut ekranu z przeprowadzonego testu;czasu oczekiwania pamięci.;czasu dostępu do dysku twardego.;czasu dostępu do napędu optycznego.;czasu opróżniania buforu systemowego.;A;images/618.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/618.jpg;inf_02
;619;619. Co pozwala utrzymać równomierny rozkład ciepła między procesorem a radiatorem?;Pasta grafitowa.;Mieszanka termiczna.;Klej.;Silikonowy spray.;B;;;inf_02
;620;620. Wskaż złącze, które należy wykorzystać do podłączenia wentylatora, którego parametry przedstawiono w tabeli.;Obraz A.;Obraz B.;Obraz C.;Obraz D.;B;images/620.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/620.jpg;inf_02
;621;621. Z przedstawionego zrzutu wynika, że za pomocą przeglądarki internetowej wykonano pomiar;strat mocy optycznej.;tłumienia kabla miedzianego.;czasu odpowiedzi od wybranego serwera.;liczby transmitowanych pakietów między wybranymi serwerami.;C;images/621.png;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/621.png;inf_02
;622;622. Którego wkrętu należy użyć, aby zamocować napęd optyczny o szerokości 5,25” w obudowie wymagającej przykręcania napędów?;Obraz A.;Obraz B.;Obraz C.;Obraz D.;B;images/622.png;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/622.png;inf_02
;623;623. Przedstawiona na obrazie usterka, widoczna na ekranie komputera, nie może być spowodowana przez;przegrzewanie się karty graficznej.;złe napięcia podawane przez zasilacz.;uszkodzenie modułów pamięci operacyjnej.;spalenie rdzenia lub pamięci karty graficznej po overclockingu.;C;images/623.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/623.jpg;inf_02
;624;624. Aby w systemie Windows 10 wykonać przedstawioną konfigurację słuchawek w Panelu sterowania, należy użyć apletu;ekran.;dźwięk.;menedżer urządzeń.;menedżer poświadczeń.;B;images/624.png;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/624.png;inf_02
